sale_date,store_id,product_id,units_sold,unit_price,promo_flag
2026-06-02,S015,P0188,3,6.44,0
2026-06-02,S015,P0191,7,2.86,0
2026-06-02,S015,P0194,3,7.56,0
2026-06-02,S015,P0200,3,8.14,0
2026-06-02,S015,P0203,6,4.98,0
2026-06-02,S015,P0212,4,4.91,0
2026-06-02,S015,P0220,2,5.33,0
2026-06-02,S015,P0233,1,3.8,0
2026-06-02,S015,P0236,3,5.76,0
2026-06-02,S015,P0245,1,4.99,0
2026-06-02,S015,P0249,1,4.67,0
2026-06-02,S015,P0261,3,9.28,0
2026-06-02,S015,P0263,2,8.27,0
2026-06-02,S015,P0264,1,14.17,0
2026-06-02,S015,P0271,3,4.02,1
2026-06-02,S015,P0273,2,12.13,0
2026-06-02,S015,P0274,3,15.34,0
2026-06-02,S015,P0277,1,16.01,0
2026-06-02,S015,P0283,2,10.83,0
2026-06-02,S015,P0284,1,24.76,0
2026-06-02,S015,P0289,3,17.02,0
2026-06-02,S015,P0292,1,9.12,0
2026-06-02,S015,P0296,1,27.73,0
2026-06-02,S016,P0008,13,10.79,1
2026-06-02,S016,P0011,18,6.59,1
2026-06-02,S016,P0026,4,7.41,0
2026-06-02,S016,P0032,14,18.46,0
2026-06-02,S016,P0038,5,8.64,0
2026-06-02,S016,P0044,8,8.31,0
2026-06-02,S016,P0045,6,4.84,1
2026-06-02,S016,P0046,1,22.01,0
2026-06-02,S016,P0048,6,19.04,0
2026-06-02,S016,P0051,2,17.53,0
2026-06-02,S016,P0054,8,15.79,0
2026-06-02,S016,P0055,5,15.39,0
2026-06-02,S016,P0057,5,2.44,0
2026-06-02,S016,P0060,9,17.9,0
2026-06-02,S016,P0061,11,2.65,0
2026-06-02,S016,P0065,7,11.9,1
2026-06-02,S016,P0066,3,14.63,0
2026-06-02,S016,P0067,10,11.21,0
2026-06-02,S016,P0068,10,11.35,0
2026-06-02,S016,P0070,8,1.85,0
2026-06-02,S016,P0073,11,19.39,0
2026-06-02,S016,P0076,5,16.86,0
2026-06-02,S016,P0080,10,8.77,1
2026-06-02,S016,P0082,4,14.26,0
2026-06-02,S016,P0089,8,19.27,0
2026-06-02,S016,P0092,5,6.96,0
2026-06-02,S016,P0100,4,5.55,0
2026-06-02,S016,P0102,3,7.58,0
2026-06-02,S016,P0106,9,6.37,0
2026-06-02,S016,P0109,11,7.69,0
2026-06-02,S016,P0110,8,2.65,0
2026-06-02,S016,P0113,11,8.34,0
2026-06-02,S016,P0124,5,2.5,0
2026-06-02,S016,P0126,10,8.45,0
2026-06-02,S016,P0129,6,7.91,0
2026-06-02,S016,P0131,6,3.84,0
2026-06-02,S016,P0132,10,4.44,0
2026-06-02,S016,P0135,6,1.86,0
2026-06-02,S016,P0137,11,1.71,0
2026-06-02,S016,P0139,12,6.59,0
2026-06-02,S016,P0141,11,4.39,0
2026-06-02,S016,P0146,6,2.2,0
2026-06-02,S016,P0150,10,9.85,0
2026-06-02,S016,P0153,3,4.42,0
2026-06-02,S016,P0163,8,4.27,0
2026-06-02,S016,P0164,3,2.37,0
2026-06-02,S016,P0166,4,4.83,0
2026-06-02,S016,P0175,3,9.08,0
2026-06-02,S016,P0177,8,6.95,1
2026-06-02,S016,P0181,4,5.08,0
2026-06-02,S016,P0182,3,6.1,0
2026-06-02,S016,P0187,7,1.77,0
2026-06-02,S016,P0215,2,4.63,0
2026-06-02,S016,P0217,6,2.95,0
2026-06-02,S016,P0218,1,2.23,0
2026-06-02,S016,P0236,5,5.76,0
2026-06-02,S016,P0243,3,12.06,0
2026-06-02,S016,P0249,1,4.67,0
2026-06-02,S016,P0251,3,9.05,1
2026-06-02,S016,P0254,1,15.68,0
2026-06-02,S016,P0259,1,7.8,0
2026-06-02,S016,P0261,1,9.28,0
2026-06-02,S016,P0263,3,8.27,0
2026-06-02,S016,P0271,1,4.02,1
2026-06-02,S016,P0272,3,6.51,0
2026-06-02,S016,P0276,2,9.92,0
2026-06-02,S016,P0277,2,16.01,0
2026-06-02,S016,P0281,1,6.36,1
2026-06-02,S016,P0287,1,20.41,0
2026-06-02,S016,P0291,1,8.89,0
2026-06-02,S016,P0293,1,17.41,0
2026-06-02,S016,P0294,1,17.64,0
2026-06-02,S016,P0296,1,27.73,0
2026-06-02,S016,P0298,2,22.1,0
2026-06-02,S016,P0300,1,25.78,0
2026-06-02,S017,P0001,8,9.72,0
2026-06-02,S017,P0005,7,6.57,0
2026-06-02,S017,P0008,11,10.79,1
2026-06-02,S017,P0010,4,4.95,0
2026-06-02,S017,P0012,6,18.62,0
2026-06-02,S017,P0017,5,15.55,0
2026-06-02,S017,P0020,5,7.79,0
2026-06-02,S017,P0022,9,17.21,0
2026-06-02,S017,P0023,10,3.27,0
2026-06-02,S017,P0026,7,7.41,0
2026-06-02,S017,P0027,11,17.14,0
2026-06-02,S017,P0029,5,12.8,0
2026-06-02,S017,P0031,8,14.79,0
2026-06-02,S017,P0034,8,12.9,0
2026-06-02,S017,P0037,3,13.84,0
2026-06-02,S017,P0042,9,12.71,0
2026-06-02,S017,P0048,6,19.04,0
2026-06-02,S017,P0055,9,15.39,0
2026-06-02,S017,P0058,6,18.65,0
2026-06-02,S017,P0060,4,17.9,0
2026-06-02,S017,P0067,6,11.21,0
2026-06-02,S017,P0069,8,9.64,0
2026-06-02,S017,P0070,9,1.85,0
2026-06-02,S017,P0075,15,4.85,0
2026-06-02,S017,P0077,4,3.73,0
2026-06-02,S017,P0081,8,15.31,0
2026-06-02,S017,P0082,1,14.26,0
2026-06-02,S017,P0083,5,18.87,0
2026-06-02,S017,P0087,9,1.21,0
2026-06-02,S017,P0088,3,13.37,0
2026-06-02,S017,P0098,8,8.11,0
2026-06-02,S017,P0099,6,2.74,0
2026-06-02,S017,P0100,8,5.55,0
2026-06-02,S017,P0103,17,7.73,0
2026-06-02,S017,P0105,13,1.8,0
2026-06-02,S017,P0110,19,2.65,0
2026-06-02,S017,P0125,13,6.89,0
2026-06-02,S017,P0129,8,7.91,0
2026-06-02,S017,P0130,13,4.98,0
2026-06-02,S017,P0132,11,4.44,0
2026-06-02,S017,P0135,6,1.86,0
2026-06-02,S017,P0140,7,2.89,0
2026-06-02,S017,P0144,7,9.18,0
2026-06-02,S017,P0145,11,2.29,0
2026-06-02,S017,P0148,8,6.43,0
2026-06-02,S017,P0154,6,4.0,0
2026-06-02,S017,P0157,9,9.83,0
2026-06-02,S017,P0162,4,2.56,0
2026-06-02,S017,P0172,5,1.26,0
2026-06-02,S017,P0177,10,6.95,1
2026-06-02,S017,P0189,3,7.99,0
2026-06-02,S017,P0197,8,10.83,0
2026-06-02,S017,P0201,9,8.32,0
2026-06-02,S017,P0202,3,1.99,0
2026-06-02,S017,P0206,3,3.93,1
2026-06-02,S017,P0210,7,9.14,0
2026-06-02,S017,P0214,6,1.5,0
2026-06-02,S017,P0215,6,4.63,0
2026-06-02,S017,P0225,4,4.2,1
2026-06-02,S017,P0227,4,1.78,0
2026-06-02,S017,P0231,1,3.4,0
2026-06-02,S017,P0235,3,4.58,0
2026-06-02,S017,P0239,4,3.79,0
2026-06-02,S017,P0240,3,1.61,0
2026-06-02,S017,P0244,1,7.76,0
2026-06-02,S017,P0248,3,15.62,0
2026-06-02,S017,P0253,2,6.35,0
2026-06-02,S017,P0261,1,9.28,0
2026-06-02,S017,P0270,3,14.45,0
2026-06-02,S017,P0271,3,4.02,1
2026-06-02,S017,P0273,1,12.13,0
2026-06-02,S017,P0276,2,9.92,0
2026-06-02,S017,P0291,1,8.89,0
2026-06-02,S018,P0003,4,10.01,0
2026-06-02,S018,P0010,8,4.95,0
2026-06-02,S018,P0015,3,4.5,0
2026-06-02,S018,P0021,9,18.2,0
2026-06-02,S018,P0023,13,3.27,0
2026-06-02,S018,P0025,5,9.16,0
2026-06-02,S018,P0031,3,14.79,0
2026-06-02,S018,P0040,10,9.39,0
2026-06-02,S018,P0041,5,15.76,0
2026-06-02,S018,P0043,8,3.19,0
2026-06-02,S018,P0044,3,8.31,0
2026-06-02,S018,P0045,8,4.84,1
2026-06-02,S018,P0047,5,21.0,0
2026-06-02,S018,P0050,6,1.08,0
2026-06-02,S018,P0054,5,15.79,0
2026-06-02,S018,P0055,8,15.39,0
2026-06-02,S018,P0059,6,5.77,0
2026-06-02,S018,P0064,8,9.23,0
2026-06-02,S018,P0065,6,11.9,1
2026-06-02,S018,P0068,6,11.35,0
2026-06-02,S018,P0069,7,9.64,0
2026-06-02,S018,P0080,9,8.77,1
2026-06-02,S018,P0084,3,10.67,0
2026-06-02,S018,P0098,11,8.11,0
2026-06-02,S018,P0100,7,5.55,0
2026-06-02,S018,P0105,14,1.8,0
2026-06-02,S018,P0114,5,8.71,0
2026-06-02,S018,P0115,12,1.95,1
2026-06-02,S018,P0116,17,9.63,0
2026-06-02,S018,P0117,10,1.43,0
2026-06-02,S018,P0118,3,5.15,0
2026-06-02,S018,P0122,6,3.17,0
2026-06-02,S018,P0132,7,4.44,0
2026-06-02,S018,P0134,6,8.16,0
2026-06-02,S018,P0135,16,1.86,0
2026-06-02,S018,P0139,18,6.59,0
2026-06-02,S018,P0147,3,5.49,0
2026-06-02,S018,P0150,4,9.85,0
2026-06-02,S018,P0155,6,8.64,0
2026-06-02,S018,P0166,16,4.83,0
2026-06-02,S018,P0167,4,4.13,0
2026-06-02,S018,P0170,5,1.93,0
2026-06-02,S018,P0171,6,2.11,0
2026-06-02,S018,P0173,4,4.95,0
2026-06-02,S018,P0174,2,10.68,0
2026-06-02,S018,P0178,4,8.96,0
2026-06-02,S018,P0188,3,6.44,0
2026-06-02,S018,P0195,7,3.95,0
2026-06-02,S018,P0196,5,3.47,0
2026-06-02,S018,P0199,6,3.75,0
2026-06-02,S018,P0208,2,6.68,0
2026-06-02,S018,P0209,5,1.29,0
2026-06-02,S018,P0212,2,4.91,0
2026-06-02,S018,P0213,6,1.56,0
2026-06-02,S018,P0219,1,2.17,0
2026-06-02,S018,P0221,2,4.9,0
2026-06-02,S018,P0223,3,3.46,0
2026-06-02,S018,P0225,3,4.2,1
2026-06-02,S018,P0233,2,3.8,0
2026-06-02,S018,P0239,1,3.79,0
2026-06-02,S018,P0244,1,7.76,0
2026-06-02,S018,P0247,4,16.51,0
2026-06-02,S018,P0249,2,4.67,0
2026-06-02,S018,P0252,1,15.13,0
2026-06-02,S018,P0253,1,6.35,0
2026-06-02,S018,P0255,2,10.74,1
2026-06-02,S018,P0263,4,8.27,0
2026-06-02,S018,P0270,2,14.45,0
2026-06-02,S018,P0282,2,16.02,0
2026-06-02,S018,P0283,1,10.83,0
2026-06-02,S018,P0288,2,10.28,0
2026-06-02,S018,P0297,3,16.66,1
2026-06-02,S019,P0002,1,3.65,0
2026-06-02,S019,P0003,9,10.01,0
2026-06-02,S019,P0007,12,2.58,1
2026-06-02,S019,P0014,14,3.32,0
2026-06-02,S019,P0016,9,1.09,0
2026-06-02,S019,P0018,6,17.53,0
2026-06-02,S019,P0019,2,5.73,0
2026-06-02,S019,P0020,7,7.79,0
2026-06-02,S019,P0026,3,7.41,0
2026-06-02,S019,P0027,9,17.14,0
2026-06-02,S019,P0029,11,12.8,0
2026-06-02,S019,P0034,3,12.9,0
2026-06-02,S019,P0037,5,13.84,0
2026-06-02,S019,P0039,3,7.88,0
2026-06-02,S019,P0041,8,15.76,0
2026-06-02,S019,P0044,5,8.31,0
2026-06-02,S019,P0051,5,17.53,0
2026-06-02,S019,P0053,6,3.18,0
2026-06-02,S019,P0061,16,2.65,0
2026-06-02,S019,P0064,4,9.23,0
2026-06-02,S019,P0068,9,11.35,0
2026-06-02,S019,P0070,7,1.85,0
2026-06-02,S019,P0074,4,15.0,0
2026-06-02,S019,P0083,3,18.87,0
2026-06-02,S019,P0085,6,11.82,0
2026-06-02,S019,P0090,8,19.3,0
2026-06-02,S019,P0092,9,6.96,0
2026-06-02,S019,P0096,6,8.41,0
2026-06-02,S019,P0097,4,0.83,0
2026-06-02,S019,P0099,12,2.74,0
2026-06-02,S019,P0101,9,6.7,0
2026-06-02,S019,P0107,15,3.12,0
2026-06-02,S019,P0113,8,8.34,0
2026-06-02,S019,P0115,16,1.95,1
2026-06-02,S019,P0117,7,1.43,0
2026-06-02,S019,P0121,12,6.98,1
2026-06-02,S019,P0123,14,3.3,0
2026-06-02,S019,P0125,18,6.89,0
2026-06-02,S019,P0126,4,8.45,0
2026-06-02,S019,P0128,15,7.8,0
2026-06-02,S019,P0130,13,4.98,0
2026-06-02,S019,P0131,16,3.84,0
2026-06-02,S019,P0132,8,4.44,0
2026-06-02,S019,P0133,9,0.6,0
2026-06-02,S019,P0135,12,1.86,0
2026-06-02,S019,P0143,10,8.75,0
2026-06-02,S019,P0149,18,1.15,0
2026-06-02,S019,P0153,5,4.42,0
2026-06-02,S019,P0155,5,8.64,0
2026-06-02,S019,P0171,5,2.11,0
2026-06-02,S019,P0177,10,6.95,1
2026-06-02,S019,P0183,2,7.79,0
2026-06-02,S019,P0185,6,5.7,0
2026-06-02,S019,P0191,5,2.86,0
2026-06-02,S019,P0198,10,5.21,0
2026-06-02,S019,P0201,5,8.32,0
2026-06-02,S019,P0208,8,6.68,0
2026-06-02,S019,P0212,3,4.91,0
2026-06-02,S019,P0214,2,1.5,0
2026-06-02,S019,P0217,1,2.95,0
2026-06-02,S019,P0223,3,3.46,0
2026-06-02,S019,P0224,2,1.68,0
2026-06-02,S019,P0228,2,3.52,0
2026-06-02,S019,P0230,2,2.11,0
2026-06-02,S019,P0234,1,1.62,0
2026-06-02,S019,P0236,3,5.76,0
2026-06-02,S019,P0238,3,2.85,0
2026-06-02,S019,P0243,2,12.06,0
2026-06-02,S019,P0249,1,4.67,0
2026-06-02,S019,P0250,1,4.63,0
2026-06-02,S019,P0261,4,9.28,0
2026-06-02,S019,P0275,1,11.68,0
2026-06-02,S019,P0288,1,10.28,0
2026-06-02,S019,P0298,1,22.1,0
2026-06-02,S019,P0299,1,20.63,0
2026-06-02,S020,P0005,6,6.57,0
2026-06-02,S020,P0006,5,6.19,0
2026-06-02,S020,P0010,4,4.95,0
2026-06-02,S020,P0014,5,3.32,0
2026-06-02,S020,P0016,9,1.09,0
2026-06-02,S020,P0019,3,5.73,0
2026-06-02,S020,P0023,4,3.27,0
2026-06-02,S020,P0031,17,14.79,0
2026-06-02,S020,P0034,13,12.9,0
2026-06-02,S020,P0035,11,10.31,0
2026-06-02,S020,P0053,7,3.18,0
2026-06-02,S020,P0054,6,15.79,0
2026-06-02,S020,P0055,3,15.39,0
2026-06-02,S020,P0061,12,2.65,0
2026-06-02,S020,P0066,1,14.63,0
2026-06-02,S020,P0067,1,11.21,0
2026-06-02,S020,P0069,6,9.64,0
2026-06-02,S020,P0075,5,4.85,0
2026-06-02,S020,P0076,13,16.86,0
2026-06-02,S020,P0090,8,19.3,0
2026-06-02,S020,P0092,10,6.96,0
2026-06-02,S020,P0094,8,8.5,0
2026-06-02,S020,P0101,13,6.7,0
2026-06-02,S020,P0105,5,1.8,0
2026-06-02,S020,P0106,8,6.37,0
2026-06-02,S020,P0108,9,4.81,0
2026-06-02,S020,P0109,16,7.69,0
2026-06-02,S020,P0116,8,9.63,0
2026-06-02,S020,P0117,17,1.43,0
2026-06-02,S020,P0118,6,5.15,0
2026-06-02,S020,P0124,9,2.5,0
2026-06-02,S020,P0127,13,6.0,0
2026-06-02,S020,P0129,3,7.91,0
2026-06-02,S020,P0139,11,6.59,0
2026-06-02,S020,P0141,9,4.39,0
2026-06-02,S020,P0144,11,9.18,0
2026-06-02,S020,P0148,11,6.43,0
2026-06-02,S020,P0151,9,4.19,0
2026-06-02,S020,P0152,3,6.94,0
2026-06-02,S020,P0154,5,4.0,0
2026-06-02,S020,P0155,4,8.64,0
2026-06-02,S020,P0173,3,4.95,0
2026-06-02,S020,P0182,4,6.1,0
2026-06-02,S020,P0183,7,7.79,0
2026-06-02,S020,P0185,6,5.7,0
2026-06-02,S020,P0187,3,1.77,0
2026-06-02,S020,P0188,9,6.44,0
2026-06-02,S020,P0190,4,3.7,0
2026-06-02,S020,P0192,8,6.37,0
2026-06-02,S020,P0195,7,3.95,0
2026-06-02,S020,P0198,2,5.21,0
2026-06-02,S020,P0199,5,3.75,0
2026-06-02,S020,P0201,11,8.32,0
2026-06-02,S020,P0203,3,4.98,0
2026-06-02,S020,P0207,6,8.64,0
2026-06-02,S020,P0211,2,4.33,0
2026-06-02,S020,P0212,3,4.91,0
2026-06-02,S020,P0213,3,1.56,0
2026-06-02,S020,P0214,3,1.5,0
2026-06-02,S020,P0217,2,2.95,0
2026-06-02,S020,P0220,3,5.33,0
2026-06-02,S020,P0221,1,4.9,0
2026-06-02,S020,P0234,1,1.62,0
2026-06-02,S020,P0235,3,4.58,0
2026-06-02,S020,P0237,3,3.71,0
2026-06-02,S020,P0238,1,2.85,0
2026-06-02,S020,P0241,3,9.81,0
2026-06-02,S020,P0250,2,4.63,0
2026-06-02,S020,P0253,2,6.35,0
2026-06-02,S020,P0255,7,10.74,1
2026-06-02,S020,P0269,5,4.94,0
2026-06-02,S020,P0273,1,12.13,0
2026-06-02,S020,P0275,3,11.68,0
2026-06-02,S020,P0288,1,10.28,0
2026-06-02,S020,P0290,2,25.44,0
2026-06-02,S020,P0291,1,8.89,0
2026-06-02,S020,P0299,2,20.63,0
2026-06-02,S021,P0003,4,10.01,0
2026-06-02,S021,P0004,2,14.88,0
2026-06-02,S021,P0006,4,6.19,0
2026-06-02,S021,P0010,2,4.95,0
2026-06-02,S021,P0011,4,6.59,1
2026-06-02,S021,P0019,1,5.73,0
2026-06-02,S021,P0027,4,17.14,0
2026-06-02,S021,P0030,3,13.68,0
2026-06-02,S021,P0042,3,12.71,0
2026-06-02,S021,P0044,1,8.31,0
2026-06-02,S021,P0045,7,4.84,1
2026-06-02,S021,P0048,5,19.04,0
2026-06-02,S021,P0049,1,5.3,0
2026-06-02,S021,P0053,5,3.18,0
2026-06-02,S021,P0054,2,15.79,0
2026-06-02,S021,P0055,6,15.39,0
2026-06-02,S021,P0063,3,5.09,0
2026-06-02,S021,P0069,3,9.64,0
2026-06-02,S021,P0070,1,1.85,0
2026-06-02,S021,P0087,3,1.21,0
2026-06-02,S021,P0095,6,4.52,0
2026-06-02,S021,P0100,5,5.55,0
2026-06-02,S021,P0101,4,6.7,0
2026-06-02,S021,P0102,7,7.58,0
2026-06-02,S021,P0103,6,7.73,0
2026-06-02,S021,P0104,7,7.86,0
2026-06-02,S021,P0112,7,3.59,0
2026-06-02,S021,P0116,8,9.63,0
2026-06-02,S021,P0117,15,1.43,0
2026-06-02,S021,P0118,1,5.15,0
2026-06-02,S021,P0126,3,8.45,0
2026-06-02,S021,P0127,3,6.0,0
2026-06-02,S021,P0128,1,7.8,0
2026-06-02,S021,P0132,2,4.44,0
2026-06-02,S021,P0134,10,8.16,0
2026-06-02,S021,P0141,2,4.39,0
2026-06-02,S021,P0145,4,2.29,0
2026-06-02,S021,P0147,3,5.49,0
2026-06-02,S021,P0148,2,6.43,0
2026-06-02,S021,P0149,11,1.15,0
2026-06-02,S021,P0150,7,9.85,0
2026-06-02,S021,P0157,2,9.83,0
2026-06-02,S021,P0162,3,2.56,0
2026-06-02,S021,P0167,3,4.13,0
2026-06-02,S021,P0169,2,5.36,0
2026-06-02,S021,P0171,5,2.11,0
2026-06-02,S021,P0175,1,9.08,0
2026-06-02,S021,P0184,4,3.95,0
2026-06-02,S021,P0187,2,1.77,0
2026-06-02,S021,P0189,2,7.99,0
2026-06-02,S021,P0191,3,2.86,0
2026-06-02,S021,P0203,1,4.98,0
2026-06-02,S021,P0204,3,1.62,0
2026-06-02,S021,P0205,5,6.57,0
2026-06-02,S021,P0208,5,6.68,0
2026-06-02,S021,P0211,3,4.33,0
2026-06-02,S021,P0212,2,4.91,0
2026-06-02,S021,P0220,2,5.33,0
2026-06-02,S021,P0231,3,3.4,0
2026-06-02,S021,P0241,1,9.81,0
2026-06-02,S021,P0255,1,10.74,1
2026-06-02,S021,P0258,2,6.13,0
2026-06-02,S021,P0265,2,14.69,0
2026-06-02,S021,P0266,1,4.59,0
2026-06-02,S021,P0267,2,3.96,1
2026-06-02,S021,P0270,2,14.45,0
2026-06-02,S021,P0273,1,12.13,0
2026-06-02,S021,P0274,1,15.34,0
2026-06-02,S021,P0282,2,16.02,0
2026-06-02,S021,P0287,2,20.41,0
2026-06-02,S021,P0291,3,8.89,0
2026-06-02,S021,P0297,4,16.66,1
2026-06-02,S022,P0001,6,9.72,0
2026-06-02,S022,P0004,6,14.88,0
2026-06-02,S022,P0006,6,6.19,0
2026-06-02,S022,P0009,5,1.22,0
2026-06-02,S022,P0011,5,6.59,1
2026-06-02,S022,P0021,2,18.2,0
2026-06-02,S022,P0025,6,9.16,0
2026-06-02,S022,P0026,5,7.41,0
2026-06-02,S022,P0027,5,17.14,0
2026-06-02,S022,P0032,1,18.46,0
2026-06-02,S022,P0038,5,8.64,0
2026-06-02,S022,P0041,6,15.76,0
2026-06-02,S022,P0052,2,15.91,0
2026-06-02,S022,P0055,8,15.39,0
2026-06-02,S022,P0057,1,2.44,0
2026-06-02,S022,P0061,3,2.65,0
2026-06-02,S022,P0069,4,9.64,0
2026-06-02,S022,P0072,7,6.98,0
2026-06-02,S022,P0073,3,19.39,0
2026-06-02,S022,P0074,4,15.0,0
2026-06-02,S022,P0079,7,16.61,0
2026-06-02,S022,P0081,2,15.31,0
2026-06-02,S022,P0083,2,18.87,0
2026-06-02,S022,P0086,3,18.47,0
2026-06-02,S022,P0088,1,13.37,0
2026-06-02,S022,P0091,7,1.79,0
2026-06-02,S022,P0093,6,8.02,0
2026-06-02,S022,P0096,12,8.41,0
2026-06-02,S022,P0102,10,7.58,0
2026-06-02,S022,P0110,5,2.65,0
2026-06-02,S022,P0111,6,5.57,0
2026-06-02,S022,P0115,7,1.95,1
2026-06-02,S022,P0120,4,3.0,0
2026-06-02,S022,P0123,3,3.3,0
2026-06-02,S022,P0124,6,2.5,0
2026-06-02,S022,P0125,4,6.89,0
2026-06-02,S022,P0136,8,9.45,0
2026-06-02,S022,P0138,14,5.58,0
2026-06-02,S022,P0141,8,4.39,0
2026-06-02,S022,P0149,8,1.15,0
2026-06-02,S022,P0153,3,4.42,0
2026-06-02,S022,P0158,2,2.72,1
2026-06-02,S022,P0163,3,4.27,0
2026-06-02,S022,P0171,7,2.11,0
2026-06-02,S022,P0174,9,10.68,0
2026-06-02,S022,P0176,1,7.8,0
2026-06-02,S022,P0181,2,5.08,0
2026-06-02,S022,P0185,6,5.7,0
2026-06-02,S022,P0186,7,3.71,1
2026-06-02,S022,P0187,7,1.77,0
2026-06-02,S022,P0192,3,6.37,0
2026-06-02,S022,P0196,3,3.47,0
2026-06-02,S022,P0198,2,5.21,0
2026-06-02,S022,P0204,5,1.62,0
2026-06-02,S022,P0205,2,6.57,0
2026-06-02,S022,P0208,2,6.68,0
2026-06-02,S022,P0211,2,4.33,0
2026-06-02,S022,P0213,1,1.56,0
2026-06-02,S022,P0222,3,2.37,0
2026-06-02,S022,P0223,1,3.46,0
2026-06-02,S022,P0233,1,3.8,0
2026-06-02,S022,P0239,1,3.79,0
2026-06-02,S022,P0246,2,10.36,0
2026-06-02,S022,P0255,2,10.74,1
2026-06-02,S022,P0260,1,9.76,0
2026-06-02,S022,P0263,2,8.27,0
2026-06-02,S022,P0270,4,14.45,0
2026-06-02,S022,P0275,4,11.68,0
2026-06-02,S022,P0276,2,9.92,0
2026-06-02,S022,P0277,1,16.01,0
2026-06-02,S022,P0278,1,14.65,0
2026-06-02,S022,P0286,2,17.22,0
2026-06-02,S023,P0006,10,6.19,0
2026-06-02,S023,P0009,4,1.22,0
2026-06-02,S023,P0010,3,4.95,0
2026-06-02,S023,P0013,13,17.44,0
2026-06-02,S023,P0019,14,5.73,0
2026-06-02,S023,P0022,13,17.21,0
2026-06-02,S023,P0026,4,7.41,0
2026-06-02,S023,P0030,10,13.68,0
2026-06-02,S023,P0034,10,12.9,0
2026-06-02,S023,P0041,8,15.76,0
2026-06-02,S023,P0042,8,12.71,0
2026-06-02,S023,P0046,13,22.01,0
2026-06-02,S023,P0049,8,5.3,0
2026-06-02,S023,P0050,11,1.08,0
2026-06-02,S023,P0053,9,3.18,0
2026-06-02,S023,P0055,3,15.39,0
2026-06-02,S023,P0060,10,17.9,0
2026-06-02,S023,P0068,6,11.35,0
2026-06-02,S023,P0075,6,4.85,0
2026-06-02,S023,P0076,7,16.86,0
2026-06-02,S023,P0077,3,3.73,0
2026-06-02,S023,P0078,3,13.87,0
2026-06-02,S023,P0080,12,8.77,1
2026-06-02,S023,P0082,10,14.26,0
2026-06-02,S023,P0085,11,11.82,0
2026-06-02,S023,P0086,2,18.47,0
2026-06-02,S023,P0087,4,1.21,0
2026-06-02,S023,P0088,8,13.37,0
2026-06-02,S023,P0090,4,19.3,0
2026-06-02,S023,P0093,14,8.02,0
2026-06-02,S023,P0097,6,0.83,0
2026-06-02,S023,P0098,9,8.11,0
2026-06-02,S023,P0101,14,6.7,0
2026-06-02,S023,P0105,12,1.8,0
2026-06-02,S023,P0109,3,7.69,0
2026-06-02,S023,P0115,10,1.95,1
2026-06-02,S023,P0117,13,1.43,0
2026-06-02,S023,P0121,14,6.98,1
2026-06-02,S023,P0122,3,3.17,0
2026-06-02,S023,P0124,12,2.5,0
2026-06-02,S023,P0129,11,7.91,0
2026-06-02,S023,P0135,9,1.86,0
2026-06-02,S023,P0139,14,6.59,0
2026-06-02,S023,P0140,11,2.89,0
2026-06-02,S023,P0141,16,4.39,0
2026-06-02,S023,P0145,7,2.29,0
2026-06-02,S023,P0147,12,5.49,0
2026-06-02,S023,P0148,5,6.43,0
2026-06-02,S023,P0149,16,1.15,0
2026-06-02,S023,P0154,5,4.0,0
2026-06-02,S023,P0159,5,9.11,0
2026-06-02,S023,P0168,7,2.2,0
2026-06-02,S023,P0177,10,6.95,1
2026-06-02,S023,P0180,10,3.46,0
2026-06-02,S023,P0182,7,6.1,0
2026-06-02,S023,P0183,5,7.79,0
2026-06-02,S023,P0185,4,5.7,0
2026-06-02,S023,P0188,4,6.44,0
2026-06-02,S023,P0198,9,5.21,0
2026-06-02,S023,P0200,4,8.14,0
2026-06-02,S023,P0211,10,4.33,0
2026-06-02,S023,P0214,2,1.5,0
2026-06-02,S023,P0228,5,3.52,0
2026-06-02,S023,P0231,2,3.4,0
2026-06-02,S023,P0233,3,3.8,0
2026-06-02,S023,P0240,4,1.61,0
2026-06-02,S023,P0243,3,12.06,0
2026-06-02,S023,P0248,4,15.62,0
2026-06-02,S023,P0249,1,4.67,0
2026-06-02,S023,P0256,2,14.17,0
2026-06-02,S023,P0260,1,9.76,0
2026-06-02,S023,P0262,1,9.99,0
2026-06-02,S023,P0263,2,8.27,0
2026-06-02,S023,P0282,2,16.02,0
2026-06-02,S023,P0285,1,13.91,0
2026-06-02,S023,P0298,1,22.1,0
2026-06-02,S024,P0003,8,10.01,0
2026-06-02,S024,P0011,10,6.59,1
2026-06-02,S024,P0018,4,17.53,0
2026-06-02,S024,P0021,5,18.2,0
2026-06-02,S024,P0025,4,9.16,0
2026-06-02,S024,P0029,4,12.8,0
2026-06-02,S024,P0033,8,18.66,0
2026-06-02,S024,P0034,7,12.9,0
2026-06-02,S024,P0035,4,10.31,0
2026-06-02,S024,P0039,4,7.88,0
2026-06-02,S024,P0041,9,15.76,0
2026-06-02,S024,P0042,7,12.71,0
2026-06-02,S024,P0044,6,8.31,0
2026-06-02,S024,P0046,7,22.01,0
2026-06-02,S024,P0049,3,5.3,0
2026-06-02,S024,P0051,7,17.53,0
2026-06-02,S024,P0058,9,18.65,0
2026-06-02,S024,P0062,4,10.09,0
2026-06-02,S024,P0063,10,5.09,0
2026-06-02,S024,P0068,11,11.35,0
