product_id,list_price,valid_from,valid_to
P0214,1.5,2025-07-24,9999-12-31
P0215,4.47,2024-07-01,2025-04-10
P0215,4.63,2025-04-11,9999-12-31
P0216,1.63,2024-07-01,2025-11-11
P0216,1.54,2025-11-12,9999-12-31
P0217,3.16,2024-07-01,2025-05-02
P0217,3.24,2025-05-03,2025-08-08
P0217,2.95,2025-08-09,9999-12-31
P0218,2.1,2024-07-01,2025-09-03
P0218,2.23,2025-09-04,9999-12-31
P0219,1.94,2024-07-01,2025-11-06
P0219,2.11,2025-11-07,2025-12-24
P0219,2.17,2025-12-25,9999-12-31
P0220,4.95,2024-07-01,2024-11-13
P0220,5.16,2024-11-14,2025-02-22
P0220,5.33,2025-02-23,9999-12-31
P0221,4.53,2024-07-01,2024-09-26
P0221,4.9,2024-09-27,9999-12-31
P0222,2.11,2024-07-01,2024-09-23
P0222,2.23,2024-09-24,2025-06-09
P0222,2.37,2025-06-10,9999-12-31
P0223,3.33,2024-07-01,2026-04-11
P0223,3.46,2026-04-12,9999-12-31
P0224,1.47,2024-07-01,2024-10-02
P0224,1.6,2024-10-03,2026-03-14
P0224,1.68,2026-03-15,9999-12-31
P0225,4.09,2024-07-01,2025-07-28
P0225,4.3,2025-07-29,2025-12-13
P0225,4.64,2025-12-14,2026-01-29
P0225,4.94,2026-01-30,9999-12-31
P0226,2.29,2024-07-01,2025-02-17
P0226,2.24,2025-02-18,2025-07-29
P0226,2.35,2025-07-30,9999-12-31
P0227,1.53,2024-07-01,2025-01-10
P0227,1.59,2025-01-11,2025-02-01
P0227,1.7,2025-02-02,2025-12-26
P0227,1.78,2025-12-27,9999-12-31
P0228,3.68,2024-07-01,2026-02-01
P0228,3.52,2026-02-02,9999-12-31
P0229,4.75,2024-07-01,2026-04-22
P0229,5.06,2026-04-23,9999-12-31
P0230,2.01,2024-07-01,2025-12-20
P0230,2.11,2025-12-21,9999-12-31
P0231,2.85,2024-07-01,2025-01-13
P0231,2.99,2025-01-14,2025-03-20
P0231,3.14,2025-03-21,2025-07-30
P0231,3.4,2025-07-31,9999-12-31
P0232,2.48,2024-07-01,2025-06-17
P0232,2.57,2025-06-18,2025-09-29
P0232,2.66,2025-09-30,2026-03-21
P0232,2.79,2026-03-22,9999-12-31
P0233,3.55,2024-07-01,2024-08-29
P0233,3.64,2024-08-30,2024-11-16
P0233,3.8,2024-11-17,9999-12-31
P0234,1.66,2024-07-01,2025-01-17
P0234,1.62,2025-01-18,9999-12-31
P0235,4.44,2024-07-01,2024-11-06
P0235,4.31,2024-11-07,2025-11-24
P0235,4.58,2025-11-25,9999-12-31
P0236,4.98,2024-07-01,2025-12-11
P0236,5.42,2025-12-12,2026-05-21
P0236,5.76,2026-05-22,9999-12-31
P0237,3.42,2024-07-01,2025-05-01
P0237,3.71,2025-05-02,9999-12-31
P0238,3.13,2024-07-01,2025-07-03
P0238,2.93,2025-07-04,2026-05-28
P0238,2.85,2026-05-29,9999-12-31
P0239,3.45,2024-07-01,2025-08-26
P0239,3.56,2025-08-27,2025-09-25
P0239,3.79,2025-09-26,9999-12-31
P0240,1.67,2024-07-01,2024-12-06
P0240,1.61,2024-12-07,9999-12-31
P0241,8.49,2024-07-01,2024-09-19
P0241,8.66,2024-09-20,2025-02-22
P0241,9.25,2025-02-23,2025-11-25
P0241,9.81,2025-11-26,9999-12-31
P0242,14.25,2024-07-01,2025-06-28
P0242,15.23,2025-06-29,2025-09-08
P0242,15.76,2025-09-09,9999-12-31
P0243,10.24,2024-07-01,2025-10-29
P0243,10.68,2025-10-30,2026-03-14
P0243,11.07,2026-03-15,2026-04-11
P0243,12.06,2026-04-12,9999-12-31
P0244,7.52,2024-07-01,2026-02-01
P0244,7.76,2026-02-02,9999-12-31
P0245,5.82,2024-07-01,2024-11-17
P0245,5.31,2024-11-18,2025-03-24
P0245,5.15,2025-03-25,2025-05-22
P0245,4.99,2025-05-23,9999-12-31
P0246,10.18,2024-07-01,2025-01-01
P0246,10.39,2025-01-02,2025-04-01
P0246,9.52,2025-04-02,2025-07-25
P0246,10.36,2025-07-26,9999-12-31
P0247,14.19,2024-07-01,2024-11-09
P0247,14.79,2024-11-10,2025-02-09
P0247,15.68,2025-02-10,2025-09-10
P0247,16.51,2025-09-11,9999-12-31
P0248,14.39,2024-07-01,2024-11-19
P0248,15.62,2024-11-20,9999-12-31
P0249,4.04,2024-07-01,2024-12-31
P0249,4.32,2025-01-01,2026-02-03
P0249,4.67,2026-02-04,9999-12-31
P0250,4.28,2024-07-01,2024-10-31
P0250,4.39,2024-11-01,2025-02-22
P0250,4.49,2025-02-23,2025-12-17
P0250,4.63,2025-12-18,9999-12-31
P0251,9.11,2024-07-01,2026-01-16
P0251,9.49,2026-01-17,2026-04-14
P0251,10.05,2026-04-15,9999-12-31
P0252,13.66,2024-07-01,2024-11-21
P0252,13.29,2024-11-22,2025-01-10
P0252,14.11,2025-01-11,2025-10-20
P0252,15.13,2025-10-21,9999-12-31
P0253,5.76,2024-07-01,2025-10-23
P0253,5.92,2025-10-24,2026-01-05
P0253,6.35,2026-01-06,9999-12-31
P0254,14.61,2024-07-01,2026-03-21
P0254,15.68,2026-03-22,9999-12-31
P0255,10.53,2024-07-01,2025-02-23
P0255,11.44,2025-02-24,2026-03-12
P0255,11.93,2026-03-13,9999-12-31
P0256,12.91,2024-07-01,2025-04-10
P0256,13.6,2025-04-11,2025-05-07
P0256,14.17,2025-05-08,9999-12-31
P0257,10.67,2024-07-01,2025-02-15
P0257,11.33,2025-02-16,2026-02-23
P0257,12.19,2026-02-24,9999-12-31
P0258,5.29,2024-07-01,2025-02-07
P0258,5.76,2025-02-08,2025-04-30
P0258,6.13,2025-05-01,9999-12-31
P0259,7.33,2024-07-01,2024-12-24
P0259,7.8,2024-12-25,9999-12-31
P0260,9.09,2024-07-01,2026-04-12
P0260,9.76,2026-04-13,9999-12-31
P0261,8.13,2024-07-01,2025-01-10
P0261,8.55,2025-01-11,2025-12-20
P0261,9.28,2025-12-21,9999-12-31
P0262,9.73,2024-07-01,2026-03-19
P0262,9.99,2026-03-20,9999-12-31
P0263,7.78,2024-07-01,2026-01-12
P0263,8.27,2026-01-13,9999-12-31
P0264,12.89,2024-07-01,2025-01-02
P0264,13.34,2025-01-03,2025-09-27
P0264,14.17,2025-09-28,9999-12-31
P0265,13.58,2024-07-01,2025-02-01
P0265,14.69,2025-02-02,9999-12-31
P0266,4.38,2024-07-01,2025-06-10
P0266,4.59,2025-06-11,9999-12-31
P0267,4.43,2024-07-01,2025-12-10
P0267,4.66,2025-12-11,9999-12-31
P0268,4.49,2024-07-01,2024-10-12
P0268,4.17,2024-10-13,2026-05-07
P0268,4.52,2026-05-08,9999-12-31
P0269,4.65,2024-07-01,2025-09-24
P0269,4.94,2025-09-25,9999-12-31
P0270,14.06,2024-07-01,2025-01-18
P0270,14.45,2025-01-19,9999-12-31
P0271,4.68,2024-07-01,2026-01-10
P0271,5.02,2026-01-11,9999-12-31
P0272,7.14,2024-07-01,2025-01-06
P0272,6.54,2025-01-07,2025-06-15
P0272,5.99,2025-06-16,2025-06-21
P0272,6.51,2025-06-22,9999-12-31
P0273,11.78,2024-07-01,2024-09-28
P0273,12.23,2024-09-29,2024-10-21
P0273,13.29,2024-10-22,2025-02-14
P0273,12.13,2025-02-15,9999-12-31
P0274,14.37,2024-07-01,2025-10-13
P0274,15.34,2025-10-14,9999-12-31
P0275,9.97,2024-07-01,2024-12-26
P0275,10.38,2024-12-27,2025-06-05
P0275,11.1,2025-06-06,2025-10-15
P0275,11.68,2025-10-16,9999-12-31
P0276,9.3,2024-07-01,2024-12-09
P0276,9.92,2024-12-10,9999-12-31
P0277,14.04,2024-07-01,2024-12-10
P0277,14.65,2024-12-11,2025-02-19
P0277,15.13,2025-02-20,2025-10-18
P0277,16.01,2025-10-19,9999-12-31
P0278,15.02,2024-07-01,2025-11-12
P0278,14.27,2025-11-13,2025-12-11
P0278,14.65,2025-12-12,9999-12-31
P0279,9.83,2024-07-01,2025-12-03
P0279,9.11,2025-12-04,9999-12-31
P0280,16.27,2024-07-01,2024-10-04
P0280,17.02,2024-10-05,2024-10-13
P0280,16.48,2024-10-14,9999-12-31
P0281,7.87,2024-07-01,2024-10-08
P0281,8.48,2024-10-09,9999-12-31
P0282,17.22,2024-07-01,2025-12-12
P0282,16.02,2025-12-13,9999-12-31
P0283,10.62,2024-07-01,2024-12-24
P0283,10.83,2024-12-25,9999-12-31
P0284,24.07,2024-07-01,2025-04-12
P0284,24.76,2025-04-13,9999-12-31
P0285,14.87,2024-07-01,2024-09-27
P0285,14.51,2024-09-28,2025-03-28
P0285,13.91,2025-03-29,9999-12-31
P0286,16.72,2024-07-01,2026-05-08
P0286,17.22,2026-05-09,9999-12-31
P0287,19.1,2024-07-01,2025-09-17
P0287,20.41,2025-09-18,9999-12-31
P0288,10.03,2024-07-01,2024-12-27
P0288,10.28,2024-12-28,9999-12-31
P0289,15.95,2024-07-01,2026-05-22
P0289,17.02,2026-05-23,9999-12-31
P0290,24.9,2024-07-01,2025-06-30
P0290,24.33,2025-07-01,2026-05-20
P0290,25.44,2026-05-21,9999-12-31
P0291,8.19,2024-07-01,2025-07-19
P0291,8.89,2025-07-20,9999-12-31
P0292,7.91,2024-07-01,2024-12-18
P0292,8.11,2024-12-19,2025-07-08
P0292,8.77,2025-07-09,2026-02-07
P0292,9.12,2026-02-08,9999-12-31
P0293,15.55,2024-07-01,2024-09-15
P0293,16.62,2024-09-16,2025-02-01
P0293,17.41,2025-02-02,9999-12-31
P0294,21.06,2024-07-01,2024-10-28
P0294,19.27,2024-10-29,2025-08-25
P0294,17.64,2025-08-26,9999-12-31
P0295,18.35,2024-07-01,2025-07-30
P0295,18.72,2025-07-31,2025-10-17
P0295,19.24,2025-10-18,2026-04-15
P0295,20.1,2026-04-16,9999-12-31
P0296,24.28,2024-07-01,2025-09-10
P0296,26.04,2025-09-11,2026-01-15
P0296,26.58,2026-01-16,2026-05-14
P0296,27.73,2026-05-15,9999-12-31
P0297,16.09,2024-07-01,2024-09-19
P0297,17.2,2024-09-20,2026-01-29
P0297,18.51,2026-01-30,9999-12-31
P0298,20.4,2024-07-01,2024-12-31
P0298,21.5,2025-01-01,2025-03-05
P0298,22.1,2025-03-06,9999-12-31
P0299,20.44,2024-07-01,2024-10-31
P0299,19.84,2024-11-01,2025-07-24
P0299,20.63,2025-07-25,9999-12-31
P0300,24.2,2024-07-01,2025-03-22
P0300,26.24,2025-03-23,2025-10-23
P0300,26.98,2025-10-24,2026-03-26
P0300,25.78,2026-03-27,9999-12-31
