product_id,ean,product_name,category,brand,unit_size,unit_cost,initial_list_price
P0233,4089952890774,SaftWerk Orange 1.0L Tetra,Saft,SaftWerk,1.0L Tetra,2.23,3.55
P0234,4020379379429,Obstgut Werder Apfel 0.75L Glas,Saft,Obstgut Werder,0.75L Glas,1.01,1.66
P0235,4083782797240,SaftWerk Multivitamin 1.0L Tetra,Saft,SaftWerk,1.0L Tetra,3.38,4.44
P0236,4046113846776,Obstgut Werder Multivitamin 0.75L Glas,Saft,Obstgut Werder,0.75L Glas,2.94,4.98
P0237,4025330707429,Obstgut Werder Orange 1.0L Tetra,Saft,Obstgut Werder,1.0L Tetra,2.65,3.42
P0238,4097379625568,Gartenfrucht Rhabarber 0.75L Glas,Saft,Gartenfrucht,0.75L Glas,2.19,3.13
P0239,4038897706376,Gartenfrucht Orange 0.75L Glas,Saft,Gartenfrucht,0.75L Glas,2.11,3.45
P0240,4063039804950,SaftWerk Apfel 1.0L Tetra,Saft,SaftWerk,1.0L Tetra,1.32,1.67
P0241,4066983426392,Rebenhof Grauburgunder 0.75L Flasche,Wein,Rebenhof,0.75L Flasche,5.8,8.49
P0242,4039633621363,Rebenhof Rose 0.75L Flasche,Wein,Rebenhof,0.75L Flasche,9.6,14.25
P0243,4069287806882,Weingut Elbtal Grauburgunder 0.75L Flasche,Wein,Weingut Elbtal,0.75L Flasche,7.07,10.24
P0244,4044073350879,Rebenhof Merlot 0.75L Flasche,Wein,Rebenhof,0.75L Flasche,4.99,7.52
P0245,4045018704036,Rebenhof Riesling 0.75L Flasche,Wein,Rebenhof,0.75L Flasche,4.39,5.82
P0246,4033168012610,Vino Casa Import Riesling 0.75L Flasche,Wein,Vino Casa Import,0.75L Flasche,7.75,10.18
P0247,4070205289308,Rebenhof Rose 0.75L Flasche,Wein,Rebenhof,0.75L Flasche,10.26,14.19
P0248,4093151036048,Vino Casa Import Riesling 0.75L Flasche,Wein,Vino Casa Import,0.75L Flasche,9.7,14.39
P0249,4071237692509,Vino Casa Import Merlot 0.75L Flasche,Wein,Vino Casa Import,0.75L Flasche,2.38,4.04
P0250,4086693080335,Vino Casa Import Merlot 0.75L Flasche,Wein,Vino Casa Import,0.75L Flasche,3.25,4.28
P0251,4080798474123,Weingut Elbtal Grauburgunder 0.75L Flasche,Wein,Weingut Elbtal,0.75L Flasche,5.3,9.11
P0252,4060857011956,Vino Casa Import Grauburgunder 0.75L Flasche,Wein,Vino Casa Import,0.75L Flasche,9.15,13.66
P0253,4054693143095,Weingut Elbtal Grauburgunder 0.75L Flasche,Wein,Weingut Elbtal,0.75L Flasche,4.41,5.76
P0254,4087007790952,Weingut Elbtal Merlot 0.75L Flasche,Wein,Weingut Elbtal,0.75L Flasche,11.85,14.61
P0255,4043701754280,Vino Casa Import Riesling 0.75L Flasche,Wein,Vino Casa Import,0.75L Flasche,8.33,10.53
P0256,4060795341231,Weingut Elbtal Riesling 0.75L Flasche,Wein,Weingut Elbtal,0.75L Flasche,8.98,12.91
P0257,4043298593105,Rebenhof Rose 0.75L Flasche,Wein,Rebenhof,0.75L Flasche,7.28,10.67
P0258,4085394517235,Weingut Elbtal Grauburgunder 0.75L Flasche,Wein,Weingut Elbtal,0.75L Flasche,4.08,5.29
P0259,4012157331997,Weingut Elbtal Grauburgunder 0.75L Flasche,Wein,Weingut Elbtal,0.75L Flasche,5.79,7.33
P0260,4024705253013,Vino Casa Import Merlot 0.75L Flasche,Wein,Vino Casa Import,0.75L Flasche,6.78,9.09
P0261,4013608550888,Rebenhof Merlot 0.75L Flasche,Wein,Rebenhof,0.75L Flasche,5.92,8.13
P0262,4022566128875,Rebenhof Grauburgunder 0.75L Flasche,Wein,Rebenhof,0.75L Flasche,6.14,9.73
P0263,4095258781614,Rebenhof Riesling 0.75L Flasche,Wein,Rebenhof,0.75L Flasche,4.69,7.78
P0264,4017266175200,Weingut Elbtal Grauburgunder 0.75L Flasche,Wein,Weingut Elbtal,0.75L Flasche,10.49,12.89
P0265,4048612350921,Rebenhof Merlot 0.75L Flasche,Wein,Rebenhof,0.75L Flasche,9.94,13.58
P0266,4099418869709,Weingut Elbtal Grauburgunder 0.75L Flasche,Wein,Weingut Elbtal,0.75L Flasche,3.1,4.38
P0267,4037158838002,Rebenhof Rose 0.75L Flasche,Wein,Rebenhof,0.75L Flasche,3.32,4.43
P0268,4085372816940,Rebenhof Rose 0.75L Flasche,Wein,Rebenhof,0.75L Flasche,3.61,4.49
P0269,4024018190387,Vino Casa Import Riesling 0.75L Flasche,Wein,Vino Casa Import,0.75L Flasche,3.63,4.65
P0270,4045750997132,Vino Casa Import Merlot 0.75L Flasche,Wein,Vino Casa Import,0.75L Flasche,10.07,14.06
P0271,4037958876656,Vino Casa Import Grauburgunder 0.75L Flasche,Wein,Vino Casa Import,0.75L Flasche,3.8,4.68
P0272,4018485744813,Vino Casa Import Riesling 0.75L Flasche,Wein,Vino Casa Import,0.75L Flasche,5.79,7.14
P0273,4097830778632,Vino Casa Import Rose 0.75L Flasche,Wein,Vino Casa Import,0.75L Flasche,9.18,11.78
P0274,4081620970864,Rebenhof Rose 0.75L Flasche,Wein,Rebenhof,0.75L Flasche,8.77,14.37
P0275,4097462343677,Weingut Elbtal Merlot 0.75L Flasche,Wein,Weingut Elbtal,0.75L Flasche,7.93,9.97
P0276,4044770731149,Rebenhof Merlot 0.75L Flasche,Wein,Rebenhof,0.75L Flasche,6.41,9.3
P0277,4016969247673,Adler Destille Gin 0.7L Flasche,Spirituosen,Adler Destille,0.7L Flasche,8.45,14.04
P0278,4065099890772,Nordbrand Vodka 0.7L Flasche,Spirituosen,Nordbrand,0.7L Flasche,12.07,15.02
P0279,4097816242194,Adler Destille Korn 0.7L Flasche,Spirituosen,Adler Destille,0.7L Flasche,6.19,9.83
P0280,4097947345691,Kornhaus Korn 0.7L Flasche,Spirituosen,Kornhaus,0.7L Flasche,13.09,16.27
P0281,4015699563083,Adler Destille Korn 0.7L Flasche,Spirituosen,Adler Destille,0.7L Flasche,4.85,7.87
P0282,4058349699531,Adler Destille Korn 0.7L Flasche,Spirituosen,Adler Destille,0.7L Flasche,13.76,17.22
P0283,4065601001764,Nordbrand Kraeuterlikoer 0.7L Flasche,Spirituosen,Nordbrand,0.7L Flasche,8.2,10.62
P0284,4018152115268,Nordbrand Vodka 0.7L Flasche,Spirituosen,Nordbrand,0.7L Flasche,15.97,24.07
P0285,4044047884013,Nordbrand Korn 0.7L Flasche,Spirituosen,Nordbrand,0.7L Flasche,12.0,14.87
P0286,4038866070705,Adler Destille Vodka 0.7L Flasche,Spirituosen,Adler Destille,0.7L Flasche,10.43,16.72
P0287,4030578104239,Adler Destille Kraeuterlikoer 0.7L Flasche,Spirituosen,Adler Destille,0.7L Flasche,13.07,19.1
P0288,4026911322113,Kornhaus Kraeuterlikoer 0.7L Flasche,Spirituosen,Kornhaus,0.7L Flasche,8.07,10.03
P0289,4055737362329,Kornhaus Korn 0.7L Flasche,Spirituosen,Kornhaus,0.7L Flasche,11.24,15.95
P0290,4053015192266,Kornhaus Gin 0.7L Flasche,Spirituosen,Kornhaus,0.7L Flasche,17.35,24.9
P0291,4030517099499,Kornhaus Gin 0.7L Flasche,Spirituosen,Kornhaus,0.7L Flasche,5.92,8.19
P0292,4052210457110,Kornhaus Kraeuterlikoer 0.7L Flasche,Spirituosen,Kornhaus,0.7L Flasche,6.45,7.91
P0293,4083999219147,Nordbrand Vodka 0.7L Flasche,Spirituosen,Nordbrand,0.7L Flasche,9.24,15.55
P0294,4067414306981,Kornhaus Kraeuterlikoer 0.7L Flasche,Spirituosen,Kornhaus,0.7L Flasche,14.38,21.06
P0295,4069627663492,Adler Destille Vodka 0.7L Flasche,Spirituosen,Adler Destille,0.7L Flasche,12.17,18.35
P0296,4048257359075,Kornhaus Kraeuterlikoer 0.7L Flasche,Spirituosen,Kornhaus,0.7L Flasche,16.24,24.28
P0297,4051373851800,Nordbrand Vodka 0.7L Flasche,Spirituosen,Nordbrand,0.7L Flasche,12.18,16.09
P0298,4027872529717,Nordbrand Korn 0.7L Flasche,Spirituosen,Nordbrand,0.7L Flasche,12.47,20.4
P0299,4034532784767,Nordbrand Kraeuterlikoer 0.7L Flasche,Spirituosen,Nordbrand,0.7L Flasche,16.24,20.44
P0300,4027790028402,Nordbrand Korn 0.7L Flasche,Spirituosen,Nordbrand,0.7L Flasche,14.93,24.2
