promo_id,product_id,start_date,end_date,discount_pct
PR00559,P0286,2024-12-09,2024-12-15,10
PR00560,P0298,2024-12-09,2024-12-15,10
PR00561,P0055,2024-12-09,2024-12-15,15
PR00562,P0293,2024-12-09,2024-12-15,10
PR00563,P0067,2024-12-09,2024-12-15,15
PR00564,P0024,2024-12-09,2024-12-15,10
PR00565,P0099,2024-12-09,2024-12-15,20
PR00566,P0246,2024-12-09,2024-12-15,10
PR00567,P0153,2024-12-09,2024-12-15,20
PR00568,P0300,2024-12-09,2024-12-15,10
PR00569,P0256,2024-12-09,2024-12-15,15
PR00570,P0222,2024-12-09,2024-12-15,10
PR00571,P0160,2024-12-09,2024-12-15,10
PR00572,P0131,2024-12-09,2024-12-15,15
PR00573,P0273,2024-12-09,2024-12-15,20
PR00574,P0005,2024-12-09,2024-12-15,25
PR00575,P0132,2024-12-09,2024-12-15,10
PR00576,P0213,2024-12-09,2024-12-15,10
PR00577,P0057,2024-12-16,2024-12-22,20
PR00578,P0105,2024-12-16,2024-12-22,10
PR00579,P0076,2024-12-16,2024-12-22,10
PR00580,P0201,2024-12-16,2024-12-22,20
PR00581,P0254,2024-12-16,2024-12-22,15
PR00582,P0149,2024-12-16,2024-12-22,10
PR00583,P0189,2024-12-16,2024-12-22,10
PR00584,P0042,2024-12-16,2024-12-22,15
PR00585,P0163,2024-12-16,2024-12-22,10
PR00586,P0234,2024-12-16,2024-12-22,10
PR00587,P0047,2024-12-16,2024-12-22,15
PR00588,P0035,2024-12-16,2024-12-22,10
PR00589,P0160,2024-12-16,2024-12-22,15
PR00590,P0100,2024-12-16,2024-12-22,15
PR00591,P0216,2024-12-16,2024-12-22,10
PR00592,P0015,2024-12-16,2024-12-22,10
PR00593,P0152,2024-12-16,2024-12-22,10
PR00594,P0224,2024-12-16,2024-12-22,10
PR00595,P0229,2024-12-16,2024-12-22,10
PR00596,P0072,2024-12-16,2024-12-22,25
PR00597,P0129,2024-12-16,2024-12-22,20
PR00598,P0054,2024-12-16,2024-12-22,15
PR00599,P0131,2024-12-16,2024-12-22,15
PR00600,P0180,2024-12-16,2024-12-22,15
PR00601,P0224,2024-12-23,2024-12-29,20
PR00602,P0115,2024-12-23,2024-12-29,15
PR00603,P0045,2024-12-23,2024-12-29,15
PR00604,P0204,2024-12-23,2024-12-29,10
PR00605,P0012,2024-12-23,2024-12-29,25
PR00606,P0296,2024-12-23,2024-12-29,10
PR00607,P0067,2024-12-23,2024-12-29,10
PR00608,P0087,2024-12-23,2024-12-29,10
PR00609,P0033,2024-12-23,2024-12-29,20
PR00610,P0088,2024-12-23,2024-12-29,25
PR00611,P0108,2024-12-23,2024-12-29,10
PR00612,P0099,2024-12-23,2024-12-29,25
PR00613,P0149,2024-12-23,2024-12-29,10
PR00614,P0256,2024-12-23,2024-12-29,15
PR00615,P0268,2024-12-23,2024-12-29,10
PR00616,P0166,2024-12-23,2024-12-29,15
PR00617,P0131,2024-12-23,2024-12-29,20
PR00618,P0137,2024-12-23,2024-12-29,15
PR00619,P0232,2024-12-23,2024-12-29,10
PR00620,P0015,2024-12-23,2024-12-29,20
PR00621,P0198,2024-12-23,2024-12-29,25
PR00622,P0091,2024-12-23,2024-12-29,15
PR00623,P0084,2024-12-23,2024-12-29,15
PR00624,P0080,2024-12-23,2024-12-29,20
PR00625,P0174,2024-12-30,2025-01-05,10
PR00626,P0112,2024-12-30,2025-01-05,20
PR00627,P0063,2024-12-30,2025-01-05,10
PR00628,P0154,2024-12-30,2025-01-05,15
PR00629,P0255,2024-12-30,2025-01-05,15
PR00630,P0222,2024-12-30,2025-01-05,20
PR00631,P0251,2024-12-30,2025-01-05,10
PR00632,P0155,2024-12-30,2025-01-05,10
PR00633,P0297,2024-12-30,2025-01-05,10
PR00634,P0221,2024-12-30,2025-01-05,15
PR00635,P0080,2024-12-30,2025-01-05,10
PR00636,P0002,2024-12-30,2025-01-05,20
PR00637,P0295,2024-12-30,2025-01-05,10
PR00638,P0093,2024-12-30,2025-01-05,10
PR00639,P0084,2024-12-30,2025-01-05,15
PR00640,P0068,2024-12-30,2025-01-05,20
PR00641,P0291,2024-12-30,2025-01-05,20
PR00642,P0243,2024-12-30,2025-01-05,20
PR00643,P0033,2024-12-30,2025-01-05,15
PR00644,P0082,2024-12-30,2025-01-05,20
PR00645,P0220,2024-12-30,2025-01-05,20
PR00646,P0032,2024-12-30,2025-01-05,10
PR00647,P0051,2024-12-30,2025-01-05,15
PR00648,P0198,2024-12-30,2025-01-05,20
PR00649,P0137,2025-01-06,2025-01-12,10
PR00650,P0109,2025-01-06,2025-01-12,20
PR00651,P0056,2025-01-06,2025-01-12,20
PR00652,P0273,2025-01-06,2025-01-12,20
PR00653,P0042,2025-01-06,2025-01-12,10
PR00654,P0030,2025-01-06,2025-01-12,20
PR00655,P0122,2025-01-06,2025-01-12,25
PR00656,P0115,2025-01-06,2025-01-12,10
PR00657,P0193,2025-01-06,2025-01-12,10
PR00658,P0089,2025-01-06,2025-01-12,20
PR00659,P0242,2025-01-06,2025-01-12,10
PR00660,P0144,2025-01-06,2025-01-12,20
PR00661,P0178,2025-01-06,2025-01-12,20
PR00662,P0252,2025-01-06,2025-01-12,10
PR00663,P0015,2025-01-06,2025-01-12,15
PR00664,P0009,2025-01-06,2025-01-12,15
PR00665,P0006,2025-01-06,2025-01-12,10
PR00666,P0184,2025-01-06,2025-01-12,20
PR00667,P0033,2025-01-06,2025-01-12,10
PR00668,P0143,2025-01-06,2025-01-12,15
PR00669,P0172,2025-01-06,2025-01-12,20
PR00670,P0026,2025-01-06,2025-01-12,10
PR00671,P0206,2025-01-06,2025-01-12,20
PR00672,P0125,2025-01-06,2025-01-12,10
PR00673,P0292,2025-01-13,2025-01-19,25
PR00674,P0056,2025-01-13,2025-01-19,20
PR00675,P0158,2025-01-13,2025-01-19,20
PR00676,P0283,2025-01-13,2025-01-19,10
PR00677,P0270,2025-01-13,2025-01-19,20
PR00678,P0149,2025-01-13,2025-01-19,10
PR00679,P0244,2025-01-13,2025-01-19,10
PR00680,P0225,2025-01-13,2025-01-19,25
PR00681,P0126,2025-01-13,2025-01-19,20
PR00682,P0165,2025-01-13,2025-01-19,10
PR00683,P0192,2025-01-13,2025-01-19,20
PR00684,P0266,2025-01-13,2025-01-19,15
PR00685,P0195,2025-01-13,2025-01-19,10
PR00686,P0137,2025-01-13,2025-01-19,10
PR00687,P0021,2025-01-13,2025-01-19,10
PR00688,P0188,2025-01-13,2025-01-19,15
PR00689,P0022,2025-01-13,2025-01-19,15
PR00690,P0231,2025-01-13,2025-01-19,15
PR00691,P0290,2025-01-13,2025-01-19,10
PR00692,P0298,2025-01-13,2025-01-19,25
PR00693,P0214,2025-01-13,2025-01-19,15
PR00694,P0271,2025-01-13,2025-01-19,20
PR00695,P0282,2025-01-13,2025-01-19,10
PR00696,P0297,2025-01-13,2025-01-19,15
PR00697,P0078,2025-01-20,2025-01-26,15
PR00698,P0192,2025-01-20,2025-01-26,20
PR00699,P0105,2025-01-20,2025-01-26,20
PR00700,P0181,2025-01-20,2025-01-26,10
PR00701,P0044,2025-01-20,2025-01-26,10
PR00702,P0076,2025-01-20,2025-01-26,15
PR00703,P0285,2025-01-20,2025-01-26,20
PR00704,P0051,2025-01-20,2025-01-26,20
PR00705,P0130,2025-01-20,2025-01-26,10
PR00706,P0020,2025-01-20,2025-01-26,15
PR00707,P0207,2025-01-20,2025-01-26,10
PR00708,P0095,2025-01-20,2025-01-26,20
PR00709,P0135,2025-01-20,2025-01-26,25
PR00710,P0056,2025-01-20,2025-01-26,15
PR00711,P0156,2025-01-20,2025-01-26,10
PR00712,P0256,2025-01-20,2025-01-26,15
PR00713,P0237,2025-01-20,2025-01-26,15
PR00714,P0255,2025-01-20,2025-01-26,20
PR00715,P0079,2025-01-20,2025-01-26,10
PR00716,P0093,2025-01-20,2025-01-26,20
PR00717,P0016,2025-01-20,2025-01-26,10
PR00718,P0102,2025-01-20,2025-01-26,10
PR00719,P0244,2025-01-20,2025-01-26,10
PR00720,P0080,2025-01-20,2025-01-26,10
PR00721,P0185,2025-01-27,2025-02-02,15
PR00722,P0254,2025-01-27,2025-02-02,15
PR00723,P0014,2025-01-27,2025-02-02,20
PR00724,P0038,2025-01-27,2025-02-02,25
PR00725,P0079,2025-01-27,2025-02-02,15
PR00726,P0293,2025-01-27,2025-02-02,10
PR00727,P0225,2025-01-27,2025-02-02,15
PR00728,P0023,2025-01-27,2025-02-02,10
PR00729,P0276,2025-01-27,2025-02-02,10
PR00730,P0191,2025-01-27,2025-02-02,10
PR00731,P0011,2025-01-27,2025-02-02,15
PR00732,P0101,2025-01-27,2025-02-02,10
PR00733,P0283,2025-01-27,2025-02-02,10
PR00734,P0220,2025-01-27,2025-02-02,20
PR00735,P0202,2025-01-27,2025-02-02,10
PR00736,P0228,2025-01-27,2025-02-02,15
PR00737,P0209,2025-01-27,2025-02-02,25
PR00738,P0300,2025-01-27,2025-02-02,15
PR00739,P0232,2025-01-27,2025-02-02,10
PR00740,P0297,2025-01-27,2025-02-02,10
PR00741,P0041,2025-01-27,2025-02-02,15
PR00742,P0238,2025-01-27,2025-02-02,15
PR00743,P0117,2025-01-27,2025-02-02,10
PR00744,P0032,2025-01-27,2025-02-02,15
PR00745,P0178,2025-02-03,2025-02-09,10
PR00746,P0286,2025-02-03,2025-02-09,10
PR00747,P0038,2025-02-03,2025-02-09,15
PR00748,P0018,2025-02-03,2025-02-09,15
PR00749,P0274,2025-02-03,2025-02-09,20
PR00750,P0048,2025-02-03,2025-02-09,10
PR00751,P0228,2025-02-03,2025-02-09,10
PR00752,P0205,2025-02-03,2025-02-09,15
PR00753,P0298,2025-02-03,2025-02-09,15
PR00754,P0174,2025-02-03,2025-02-09,15
PR00755,P0209,2025-02-03,2025-02-09,25
PR00756,P0052,2025-02-03,2025-02-09,15
PR00757,P0076,2025-02-03,2025-02-09,15
PR00758,P0111,2025-02-03,2025-02-09,25
PR00759,P0152,2025-02-03,2025-02-09,10
PR00760,P0097,2025-02-03,2025-02-09,25
PR00761,P0233,2025-02-03,2025-02-09,15
PR00762,P0073,2025-02-03,2025-02-09,15
PR00763,P0220,2025-02-03,2025-02-09,25
PR00764,P0094,2025-02-03,2025-02-09,15
PR00765,P0121,2025-02-03,2025-02-09,15
PR00766,P0273,2025-02-03,2025-02-09,10
PR00767,P0291,2025-02-03,2025-02-09,20
PR00768,P0020,2025-02-03,2025-02-09,15
PR00769,P0182,2025-02-10,2025-02-16,10
PR00770,P0144,2025-02-10,2025-02-16,25
PR00771,P0013,2025-02-10,2025-02-16,10
PR00772,P0275,2025-02-10,2025-02-16,10
PR00773,P0005,2025-02-10,2025-02-16,10
PR00774,P0185,2025-02-10,2025-02-16,15
PR00775,P0205,2025-02-10,2025-02-16,20
PR00776,P0154,2025-02-10,2025-02-16,20
PR00777,P0022,2025-02-10,2025-02-16,15
PR00778,P0231,2025-02-10,2025-02-16,10
PR00779,P0025,2025-02-10,2025-02-16,10
PR00780,P0060,2025-02-10,2025-02-16,15
PR00781,P0129,2025-02-10,2025-02-16,20
PR00782,P0197,2025-02-10,2025-02-16,20
PR00783,P0083,2025-02-10,2025-02-16,15
PR00784,P0074,2025-02-10,2025-02-16,15
PR00785,P0002,2025-02-10,2025-02-16,15
PR00786,P0199,2025-02-10,2025-02-16,15
PR00787,P0127,2025-02-10,2025-02-16,15
PR00788,P0139,2025-02-10,2025-02-16,20
PR00789,P0224,2025-02-10,2025-02-16,15
PR00790,P0230,2025-02-10,2025-02-16,25
PR00791,P0113,2025-02-10,2025-02-16,15
PR00792,P0290,2025-02-10,2025-02-16,10
PR00793,P0250,2025-02-17,2025-02-23,10
PR00794,P0138,2025-02-17,2025-02-23,20
PR00795,P0110,2025-02-17,2025-02-23,15
PR00796,P0282,2025-02-17,2025-02-23,10
PR00797,P0066,2025-02-17,2025-02-23,15
PR00798,P0194,2025-02-17,2025-02-23,15
PR00799,P0080,2025-02-17,2025-02-23,10
PR00800,P0130,2025-02-17,2025-02-23,10
PR00801,P0153,2025-02-17,2025-02-23,20
PR00802,P0054,2025-02-17,2025-02-23,10
PR00803,P0120,2025-02-17,2025-02-23,20
PR00804,P0158,2025-02-17,2025-02-23,10
PR00805,P0257,2025-02-17,2025-02-23,20
PR00806,P0293,2025-02-17,2025-02-23,20
PR00807,P0005,2025-02-17,2025-02-23,10
PR00808,P0141,2025-02-17,2025-02-23,10
PR00809,P0062,2025-02-17,2025-02-23,25
PR00810,P0206,2025-02-17,2025-02-23,15
PR00811,P0202,2025-02-17,2025-02-23,15
PR00812,P0122,2025-02-17,2025-02-23,10
PR00813,P0207,2025-02-17,2025-02-23,10
PR00814,P0289,2025-02-17,2025-02-23,15
PR00815,P0088,2025-02-17,2025-02-23,20
PR00816,P0103,2025-02-17,2025-02-23,10
PR00817,P0186,2025-02-24,2025-03-02,20
PR00818,P0154,2025-02-24,2025-03-02,15
PR00819,P0059,2025-02-24,2025-03-02,25
PR00820,P0260,2025-02-24,2025-03-02,10
PR00821,P0185,2025-02-24,2025-03-02,10
PR00822,P0073,2025-02-24,2025-03-02,15
PR00823,P0069,2025-02-24,2025-03-02,10
PR00824,P0240,2025-02-24,2025-03-02,20
PR00825,P0127,2025-02-24,2025-03-02,15
PR00826,P0300,2025-02-24,2025-03-02,10
PR00827,P0156,2025-02-24,2025-03-02,15
PR00828,P0206,2025-02-24,2025-03-02,20
PR00829,P0216,2025-02-24,2025-03-02,20
PR00830,P0114,2025-02-24,2025-03-02,15
PR00831,P0175,2025-02-24,2025-03-02,10
PR00832,P0102,2025-02-24,2025-03-02,10
PR00833,P0170,2025-02-24,2025-03-02,20
PR00834,P0033,2025-02-24,2025-03-02,20
PR00835,P0212,2025-02-24,2025-03-02,15
PR00836,P0128,2025-02-24,2025-03-02,20
PR00837,P0256,2025-02-24,2025-03-02,10
PR00838,P0072,2025-02-24,2025-03-02,20
PR00839,P0266,2025-02-24,2025-03-02,10
PR00840,P0084,2025-02-24,2025-03-02,10
PR00841,P0061,2025-03-03,2025-03-09,15
PR00842,P0270,2025-03-03,2025-03-09,10
PR00843,P0031,2025-03-03,2025-03-09,15
PR00844,P0108,2025-03-03,2025-03-09,20
PR00845,P0257,2025-03-03,2025-03-09,15
PR00846,P0234,2025-03-03,2025-03-09,10
PR00847,P0248,2025-03-03,2025-03-09,20
PR00848,P0116,2025-03-03,2025-03-09,10
PR00849,P0217,2025-03-03,2025-03-09,15
PR00850,P0130,2025-03-03,2025-03-09,25
PR00851,P0172,2025-03-03,2025-03-09,15
PR00852,P0093,2025-03-03,2025-03-09,20
PR00853,P0109,2025-03-03,2025-03-09,15
PR00854,P0030,2025-03-03,2025-03-09,20
PR00855,P0197,2025-03-03,2025-03-09,20
PR00856,P0121,2025-03-03,2025-03-09,20
PR00857,P0195,2025-03-03,2025-03-09,10
PR00858,P0219,2025-03-03,2025-03-09,20
PR00859,P0012,2025-03-03,2025-03-09,10
PR00860,P0019,2025-03-03,2025-03-09,25
PR00861,P0049,2025-03-03,2025-03-09,10
PR00862,P0294,2025-03-03,2025-03-09,10
PR00863,P0035,2025-03-03,2025-03-09,20
PR00864,P0267,2025-03-03,2025-03-09,10
PR00865,P0095,2025-03-10,2025-03-16,10
PR00866,P0046,2025-03-10,2025-03-16,10
PR00867,P0188,2025-03-10,2025-03-16,10
PR00868,P0071,2025-03-10,2025-03-16,10
PR00869,P0063,2025-03-10,2025-03-16,15
PR00870,P0003,2025-03-10,2025-03-16,10
PR00871,P0140,2025-03-10,2025-03-16,25
PR00872,P0006,2025-03-10,2025-03-16,10
PR00873,P0173,2025-03-10,2025-03-16,10
PR00874,P0164,2025-03-10,2025-03-16,20
PR00875,P0010,2025-03-10,2025-03-16,20
PR00876,P0023,2025-03-10,2025-03-16,15
PR00877,P0187,2025-03-10,2025-03-16,15
PR00878,P0045,2025-03-10,2025-03-16,10
PR00879,P0019,2025-03-10,2025-03-16,10
PR00880,P0004,2025-03-10,2025-03-16,15
PR00881,P0185,2025-03-10,2025-03-16,15
PR00882,P0062,2025-03-10,2025-03-16,15
PR00883,P0199,2025-03-10,2025-03-16,10
PR00884,P0201,2025-03-10,2025-03-16,20
PR00885,P0101,2025-03-10,2025-03-16,20
PR00886,P0109,2025-03-10,2025-03-16,10
PR00887,P0100,2025-03-10,2025-03-16,10
PR00888,P0069,2025-03-10,2025-03-16,15
PR00889,P0063,2025-03-17,2025-03-23,10
PR00890,P0068,2025-03-17,2025-03-23,10
PR00891,P0295,2025-03-17,2025-03-23,20
PR00892,P0182,2025-03-17,2025-03-23,10
PR00893,P0059,2025-03-17,2025-03-23,15
PR00894,P0060,2025-03-17,2025-03-23,15
PR00895,P0238,2025-03-17,2025-03-23,10
PR00896,P0183,2025-03-17,2025-03-23,20
PR00897,P0216,2025-03-17,2025-03-23,10
PR00898,P0283,2025-03-17,2025-03-23,20
PR00899,P0193,2025-03-17,2025-03-23,20
PR00900,P0232,2025-03-17,2025-03-23,10
PR00901,P0222,2025-03-17,2025-03-23,10
PR00902,P0154,2025-03-17,2025-03-23,10
PR00903,P0020,2025-03-17,2025-03-23,15
PR00904,P0256,2025-03-17,2025-03-23,10
PR00905,P0199,2025-03-17,2025-03-23,25
PR00906,P0213,2025-03-17,2025-03-23,10
PR00907,P0152,2025-03-17,2025-03-23,20
PR00908,P0115,2025-03-17,2025-03-23,10
PR00909,P0087,2025-03-17,2025-03-23,25
PR00910,P0023,2025-03-17,2025-03-23,10
PR00911,P0236,2025-03-17,2025-03-23,15
PR00912,P0177,2025-03-17,2025-03-23,15
PR00913,P0034,2025-03-24,2025-03-30,10
PR00914,P0129,2025-03-24,2025-03-30,10
PR00915,P0090,2025-03-24,2025-03-30,20
PR00916,P0158,2025-03-24,2025-03-30,10
PR00917,P0201,2025-03-24,2025-03-30,15
PR00918,P0048,2025-03-24,2025-03-30,15
PR00919,P0282,2025-03-24,2025-03-30,10
PR00920,P0163,2025-03-24,2025-03-30,25
PR00921,P0063,2025-03-24,2025-03-30,15
PR00922,P0151,2025-03-24,2025-03-30,20
PR00923,P0147,2025-03-24,2025-03-30,15
PR00924,P0213,2025-03-24,2025-03-30,25
PR00925,P0050,2025-03-24,2025-03-30,10
PR00926,P0078,2025-03-24,2025-03-30,15
PR00927,P0156,2025-03-24,2025-03-30,20
PR00928,P0229,2025-03-24,2025-03-30,10
PR00929,P0155,2025-03-24,2025-03-30,15
PR00930,P0268,2025-03-24,2025-03-30,25
PR00931,P0277,2025-03-24,2025-03-30,15
PR00932,P0214,2025-03-24,2025-03-30,20
PR00933,P0017,2025-03-24,2025-03-30,15
PR00934,P0044,2025-03-24,2025-03-30,20
PR00935,P0174,2025-03-24,2025-03-30,20
PR00936,P0016,2025-03-24,2025-03-30,15
PR00937,P0104,2025-03-31,2025-04-06,15
PR00938,P0236,2025-03-31,2025-04-06,10
PR00939,P0184,2025-03-31,2025-04-06,15
PR00940,P0169,2025-03-31,2025-04-06,10
PR00941,P0288,2025-03-31,2025-04-06,25
PR00942,P0127,2025-03-31,2025-04-06,25
PR00943,P0202,2025-03-31,2025-04-06,10
PR00944,P0239,2025-03-31,2025-04-06,10
PR00945,P0174,2025-03-31,2025-04-06,10
PR00946,P0248,2025-03-31,2025-04-06,15
PR00947,P0007,2025-03-31,2025-04-06,20
PR00948,P0226,2025-03-31,2025-04-06,15
PR00949,P0084,2025-03-31,2025-04-06,10
PR00950,P0130,2025-03-31,2025-04-06,10
PR00951,P0048,2025-03-31,2025-04-06,10
PR00952,P0063,2025-03-31,2025-04-06,20
PR00953,P0190,2025-03-31,2025-04-06,15
PR00954,P0150,2025-03-31,2025-04-06,15
PR00955,P0136,2025-03-31,2025-04-06,10
PR00956,P0083,2025-03-31,2025-04-06,25
PR00957,P0228,2025-03-31,2025-04-06,10
PR00958,P0052,2025-03-31,2025-04-06,20
PR00959,P0212,2025-03-31,2025-04-06,20
PR00960,P0247,2025-03-31,2025-04-06,15
PR00961,P0280,2025-04-07,2025-04-13,20
PR00962,P0092,2025-04-07,2025-04-13,10
PR00963,P0078,2025-04-07,2025-04-13,10
PR00964,P0030,2025-04-07,2025-04-13,10
PR00965,P0124,2025-04-07,2025-04-13,10
PR00966,P0186,2025-04-07,2025-04-13,10
PR00967,P0162,2025-04-07,2025-04-13,15
PR00968,P0249,2025-04-07,2025-04-13,15
PR00969,P0063,2025-04-07,2025-04-13,20
PR00970,P0156,2025-04-07,2025-04-13,15
PR00971,P0019,2025-04-07,2025-04-13,10
PR00972,P0042,2025-04-07,2025-04-13,20
PR00973,P0104,2025-04-07,2025-04-13,10
PR00974,P0015,2025-04-07,2025-04-13,20
PR00975,P0096,2025-04-07,2025-04-13,10
PR00976,P0136,2025-04-07,2025-04-13,15
PR00977,P0025,2025-04-07,2025-04-13,20
PR00978,P0002,2025-04-07,2025-04-13,15
PR00979,P0215,2025-04-07,2025-04-13,15
PR00980,P0298,2025-04-07,2025-04-13,20
PR00981,P0175,2025-04-07,2025-04-13,10
PR00982,P0187,2025-04-07,2025-04-13,20
PR00983,P0024,2025-04-07,2025-04-13,20
PR00984,P0091,2025-04-07,2025-04-13,25
PR00985,P0051,2025-04-14,2025-04-20,10
PR00986,P0050,2025-04-14,2025-04-20,10
PR00987,P0214,2025-04-14,2025-04-20,15
PR00988,P0174,2025-04-14,2025-04-20,10
PR00989,P0060,2025-04-14,2025-04-20,10
PR00990,P0135,2025-04-14,2025-04-20,15
PR00991,P0190,2025-04-14,2025-04-20,15
PR00992,P0200,2025-04-14,2025-04-20,10
PR00993,P0212,2025-04-14,2025-04-20,10
PR00994,P0097,2025-04-14,2025-04-20,10
PR00995,P0006,2025-04-14,2025-04-20,10
PR00996,P0074,2025-04-14,2025-04-20,20
PR00997,P0284,2025-04-14,2025-04-20,25
PR00998,P0242,2025-04-14,2025-04-20,15
PR00999,P0124,2025-04-14,2025-04-20,15
PR01000,P0101,2025-04-14,2025-04-20,20
PR01001,P0291,2025-04-14,2025-04-20,15
PR01002,P0155,2025-04-14,2025-04-20,10
PR01003,P0109,2025-04-14,2025-04-20,10
PR01004,P0294,2025-04-14,2025-04-20,15
PR01005,P0087,2025-04-14,2025-04-20,15
PR01006,P0187,2025-04-14,2025-04-20,10
PR01007,P0076,2025-04-14,2025-04-20,10
PR01008,P0016,2025-04-14,2025-04-20,10
PR01009,P0019,2025-04-21,2025-04-27,20
PR01010,P0030,2025-04-21,2025-04-27,25
PR01011,P0250,2025-04-21,2025-04-27,15
PR01012,P0058,2025-04-21,2025-04-27,25
PR01013,P0133,2025-04-21,2025-04-27,20
PR01014,P0185,2025-04-21,2025-04-27,20
PR01015,P0192,2025-04-21,2025-04-27,20
PR01016,P0158,2025-04-21,2025-04-27,15
PR01017,P0073,2025-04-21,2025-04-27,20
PR01018,P0243,2025-04-21,2025-04-27,15
PR01019,P0013,2025-04-21,2025-04-27,20
PR01020,P0130,2025-04-21,2025-04-27,10
PR01021,P0140,2025-04-21,2025-04-27,20
PR01022,P0239,2025-04-21,2025-04-27,25
PR01023,P0276,2025-04-21,2025-04-27,10
PR01024,P0115,2025-04-21,2025-04-27,25
PR01025,P0077,2025-04-21,2025-04-27,15
PR01026,P0226,2025-04-21,2025-04-27,10
PR01027,P0119,2025-04-21,2025-04-27,10
PR01028,P0145,2025-04-21,2025-04-27,20
PR01029,P0202,2025-04-21,2025-04-27,15
PR01030,P0240,2025-04-21,2025-04-27,10
PR01031,P0012,2025-04-21,2025-04-27,15
PR01032,P0027,2025-04-21,2025-04-27,10
PR01033,P0283,2025-04-28,2025-05-04,10
PR01034,P0022,2025-04-28,2025-05-04,15
PR01035,P0077,2025-04-28,2025-05-04,10
PR01036,P0112,2025-04-28,2025-05-04,25
PR01037,P0187,2025-04-28,2025-05-04,15
PR01038,P0177,2025-04-28,2025-05-04,10
PR01039,P0028,2025-04-28,2025-05-04,10
PR01040,P0071,2025-04-28,2025-05-04,15
PR01041,P0165,2025-04-28,2025-05-04,20
PR01042,P0226,2025-04-28,2025-05-04,10
PR01043,P0168,2025-04-28,2025-05-04,10
PR01044,P0126,2025-04-28,2025-05-04,10
PR01045,P0184,2025-04-28,2025-05-04,15
PR01046,P0243,2025-04-28,2025-05-04,25
PR01047,P0218,2025-04-28,2025-05-04,15
PR01048,P0093,2025-04-28,2025-05-04,10
PR01049,P0220,2025-04-28,2025-05-04,20
PR01050,P0082,2025-04-28,2025-05-04,20
PR01051,P0190,2025-04-28,2025-05-04,10
PR01052,P0091,2025-04-28,2025-05-04,10
PR01053,P0152,2025-04-28,2025-05-04,15
PR01054,P0268,2025-04-28,2025-05-04,20
PR01055,P0287,2025-04-28,2025-05-04,20
PR01056,P0246,2025-04-28,2025-05-04,20
PR01057,P0296,2025-05-05,2025-05-11,10
PR01058,P0075,2025-05-05,2025-05-11,25
PR01059,P0176,2025-05-05,2025-05-11,20
PR01060,P0205,2025-05-05,2025-05-11,25
PR01061,P0110,2025-05-05,2025-05-11,15
PR01062,P0231,2025-05-05,2025-05-11,20
PR01063,P0066,2025-05-05,2025-05-11,20
PR01064,P0096,2025-05-05,2025-05-11,10
PR01065,P0229,2025-05-05,2025-05-11,10
PR01066,P0078,2025-05-05,2025-05-11,25
PR01067,P0198,2025-05-05,2025-05-11,10
PR01068,P0013,2025-05-05,2025-05-11,15
PR01069,P0038,2025-05-05,2025-05-11,20
PR01070,P0246,2025-05-05,2025-05-11,20
PR01071,P0087,2025-05-05,2025-05-11,10
PR01072,P0222,2025-05-05,2025-05-11,20
PR01073,P0213,2025-05-05,2025-05-11,10
PR01074,P0062,2025-05-05,2025-05-11,20
PR01075,P0289,2025-05-05,2025-05-11,10
PR01076,P0204,2025-05-05,2025-05-11,20
PR01077,P0021,2025-05-05,2025-05-11,20
PR01078,P0249,2025-05-05,2025-05-11,10
PR01079,P0199,2025-05-05,2025-05-11,10
PR01080,P0168,2025-05-05,2025-05-11,20
PR01081,P0162,2025-05-12,2025-05-18,20
PR01082,P0129,2025-05-12,2025-05-18,10
PR01083,P0090,2025-05-12,2025-05-18,20
PR01084,P0136,2025-05-12,2025-05-18,10
PR01085,P0183,2025-05-12,2025-05-18,10
PR01086,P0123,2025-05-12,2025-05-18,20
PR01087,P0094,2025-05-12,2025-05-18,15
PR01088,P0036,2025-05-12,2025-05-18,10
PR01089,P0093,2025-05-12,2025-05-18,25
PR01090,P0240,2025-05-12,2025-05-18,10
PR01091,P0127,2025-05-12,2025-05-18,15
PR01092,P0184,2025-05-12,2025-05-18,15
PR01093,P0285,2025-05-12,2025-05-18,15
PR01094,P0114,2025-05-12,2025-05-18,20
PR01095,P0128,2025-05-12,2025-05-18,10
PR01096,P0056,2025-05-12,2025-05-18,25
PR01097,P0054,2025-05-12,2025-05-18,15
PR01098,P0113,2025-05-12,2025-05-18,25
PR01099,P0061,2025-05-12,2025-05-18,20
PR01100,P0022,2025-05-12,2025-05-18,25
PR01101,P0024,2025-05-12,2025-05-18,15
PR01102,P0002,2025-05-12,2025-05-18,15
PR01103,P0266,2025-05-12,2025-05-18,15
PR01104,P0083,2025-05-12,2025-05-18,20
PR01105,P0205,2025-05-19,2025-05-25,15
PR01106,P0289,2025-05-19,2025-05-25,10
PR01107,P0243,2025-05-19,2025-05-25,10
PR01108,P0103,2025-05-19,2025-05-25,20
PR01109,P0075,2025-05-19,2025-05-25,10
PR01110,P0111,2025-05-19,2025-05-25,10
PR01111,P0119,2025-05-19,2025-05-25,20
PR01112,P0236,2025-05-19,2025-05-25,10
PR01113,P0038,2025-05-19,2025-05-25,20
PR01114,P0221,2025-05-19,2025-05-25,20
PR01115,P0022,2025-05-19,2025-05-25,10
PR01116,P0220,2025-05-19,2025-05-25,15
PR01117,P0001,2025-05-19,2025-05-25,10
